group_id,group_name,group_memo,group_create_time,member_count,max_member_count,remark_name,group_id,user_id,nickname,card,sex,age,area,level,qq_level,join_time,last_sent_time,title_expire_time,unfriendly,card_changeable,is_robot,shut_up_timestamp,role,title
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,1359964021,DJTaQ,DJTaQ,unknown,0,,1,0,1714286114,1721138479,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,1946956089,1122,1122,unknown,0,,1,0,1713692289,1736203666,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,548799473,karii,Skis0GL,unknown,0,,1,0,1714487139,1736174332,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,2698973381,阿阿蜗牛,阿阿蜗牛,unknown,0,,1,0,1699713394,1721137472,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,3139648767,baiicat,baiicat,unknown,0,,1,0,1714490740,1724739644,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,3268906423,CA_nosaE,Eason_AC,unknown,0,,1,0,1724060544,1735837954,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,255549327,LeoHan(P1满分版),LeoHan(P1满分版),unknown,0,,1,0,1699477461,1720276369,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,1705655346,y,y,unknown,0,,1,0,1713712602,1713712602,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,2947401405,#FFD700,无极绯闻男友,unknown,0,,1,0,1725187124,1736176646,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,2361296570,驻阳,驻阳,unknown,0,,1,0,1714476224,1733025379,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,2812323434,御,御,unknown,0,,1,0,1722710858,1724231583,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,3374480964,黑猫,C8H7N,unknown,0,,1,0,1699625711,1708267181,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,3133931285,Harty_,Harty_,unknown,0,,1,0,1723455286,1735739992,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,2168743644,???,???,unknown,0,,1,0,1727534946,1735643687,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,3439175849,k,k,unknown,0,,1,0,1714142137,1714142137,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,3535834392,本心P_,本心P_,unknown,0,,1,0,1699783653,1734251032,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,3861977356,一只小白喵,一只小白喵,unknown,0,,1,0,1723045297,1736263616,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,2440094724,Cardiac.,瑞幸首席福利官lucky,unknown,0,,100,0,1699456856,1736524806,0,False,True,False,0,admin,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,1614206920,Renki_07,Renki_07,unknown,0,,1,0,1722701715,1736171791,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,1986363076,a01101,a01101,unknown,0,,1,0,1728110773,1728110773,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,1626355426,签上尉,签上尉,unknown,0,,1,0,1714562765,1714562765,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,1702229139,AAA石门一中手机低价批发,AAA石门一中手机低价批发,unknown,0,,1,0,1700115606,1700115606,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,770620093,仿生猫咪会遇到电子神明吗,仿生猫咪会遇到电子神明吗,unknown,0,,1,0,1725117707,1735393795,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,2330591572,Skyler,Skyler,unknown,0,,1,0,1731044068,1731044068,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,3673534970,AG——狗日战争,AG——狗日战争,unknown,0,,1,0,1721477436,1721477436,0,False,True,False,0,member,
915695547,無極窝 | 下学期再努力,,1699273204,606,1000,,915695547,1731665674,纵从,纵从,unknown,0,,1,0,1703337115,1703337115,0,False,True,False,0,member,
