group_id,group_name,group_memo,group_create_time,member_count,max_member_count,remark_name,group_id,user_id,nickname,card,sex,age,area,level,qq_level,join_time,last_sent_time,title_expire_time,unfriendly,card_changeable,is_robot,shut_up_timestamp,role,title
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3771816328,．,．,unknown,0,,1,0,1727926945,1727926945,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2158786766,AAA平房漏水楼房漏水瓦房倒,AAA平房漏水楼房漏水瓦房倒,unknown,0,,1,0,1711340047,1725378663,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2210460966,AT（Darling）,AT（Darling）,unknown,0,,1,0,1730019613,1734852664,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,956904687,w_wd2,w_wd2,unknown,0,,1,0,1728224128,1736398933,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3202379623,远景,远景,unknown,0,,1,0,1710512927,1735461510,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3773429940,BabyQ,BabyQ,unknown,0,,21,0,1727239213,1736334145,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3928155360,Sam,FunMEMZ,unknown,0,,1,0,1718722190,1735699558,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3498074958,枭援,枭援,unknown,0,,1,0,1726890558,1735664444,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,1223770237,单,单,unknown,0,,1,0,1727701011,1727702008,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,1823465679,K,K,unknown,0,,1,0,1729830537,1729830537,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2146758150,cotπC,cotπC,unknown,0,,1,0,1709992658,1721897277,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3145451617,Бесконечная весн,Бесконечная весн,unknown,0,,1,0,1728312866,1728313438,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2264817144,F.,F.,unknown,0,,1,0,1710045355,1724143786,0,False,True,False,1720271980,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,1789302535,Pond,Pond,unknown,0,,1,0,1727282532,1727282594,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2542666917,安/德森,安/德森,unknown,0,,1,0,1725127006,1725300822,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2734443958,C17H19ClN2S,C17H19ClN2S,unknown,0,,1,0,1714897838,1720354526,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2529298802,陌橙,陌橙,unknown,0,,1,0,1719920549,1736402396,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3346076668,ウ,ウ,unknown,0,,1,0,1728292934,1728843060,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,1344859734,大侠,大侠,unknown,0,,1,0,1734359919,1734359919,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,1621892097,Gene Liu,菜鸟,unknown,0,,1,0,1729863875,1734081063,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,1593533189,n55！W！,n55！W！,unknown,0,,1,0,1719072896,1734300815,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3095624158,.,.,unknown,0,,1,0,1711364040,1725328905,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3448113317,蛋仔派对,蛋仔派对,unknown,0,,1,0,1715085471,1733021998,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2180371180,枫（诶嘿～）,枫（诶嘿～）,unknown,0,,1,0,1727326010,1733372411,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3013113690,鸳鸯卧荷,鸳鸯卧荷,unknown,0,,1,0,1727774754,1728010115,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3067578173,Encounter,Encounter,unknown,0,,1,0,1710087809,1716466892,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,1245454839,明月之初,明月之初,unknown,0,,1,0,1711204521,1735578746,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,1557919940,不知道叫啥好 ( ?Д?)ノ,不知道叫啥好 ( ?Д?)ノ,unknown,0,,1,0,1727841196,1735050641,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3378484640,chocola,chocola,unknown,0,,1,0,1715624680,1731844366,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,276444837,时孤,时孤,unknown,0,,1,0,1710766502,1736069404,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2462185374,Butterfly,Butterfly,unknown,0,,1,0,1723462398,1736180561,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,1931091055,芜,爱hmcl,unknown,0,,1,0,1727787944,1727787944,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,259972570,小猫子,小猫子,unknown,0,,1,0,1728357659,1728359431,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,202531760,星晨域,星晨域,unknown,0,,1,0,1727850240,1727850240,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2456133709,??,??,unknown,0,,1,0,1728132497,1728138100,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2160340949,maple leaf,maple leaf,unknown,0,,1,0,1710505099,1728734996,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3834878589,_Furay_,_Furay_,unknown,0,,1,0,1727491354,1727493792,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3669107747,BadAmber,BadAmber,unknown,0,,1,0,1727851843,1727851843,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2124928897,Potato?,Potato?,unknown,0,,1,0,1722941898,1722941898,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,177410593,7?,7?,unknown,0,,1,0,1727766149,1727766333,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,1020188089,猫南北,猫南北,unknown,0,,1,0,1733196416,1733196416,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,189174317,TH杨,TH杨,unknown,0,,1,0,1731232556,1731427421,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,1455939646,Xia_Zhen,Xia_Zhen,unknown,0,,1,0,1720347720,1723090962,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3093237581,影,影,unknown,0,,1,0,1710601036,1725976964,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,1579853008,大口大口吃棒棒糖,大口大口吃棒棒糖,unknown,0,,1,0,1710429759,1721019323,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3097140470,牢力士,牢力士,unknown,0,,1,0,1727894948,1727928924,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2160699829,阿卡林,阿卡林,unknown,0,,1,0,1727543848,1728375112,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,372303167,阿轩,阿轩,unknown,0,,1,0,1710643594,1726561128,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2907624830,?^O^?,?^O^?,unknown,0,,1,0,1711079744,1714842575,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3509902694,雾清,雾清,unknown,0,,1,0,1711252813,1726484631,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2326903117,荷包炒蛋,荷包炒蛋,unknown,0,,1,0,1734014460,1735661572,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2974767963,?花开如意,?花开如意,unknown,0,,1,0,1714631661,1734323990,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,1936698752,Nuo Yi,Nuo Yi,unknown,0,,1,0,1727945125,1727945515,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,1879872864,Boy_Sir#6465,Boy_Sir#6465,unknown,0,,1,0,1727449194,1728028554,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,656377164,Amireux?,Amireux?,unknown,0,,1,0,1730468278,1730884311,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,3461237407,风起,风起,unknown,0,,1,0,1728208553,1734965921,0,False,True,False,0,member,
633640264,HMCL 用户群 ①,,1709626471,2000,2000,,633640264,2030252693,革命,革命,unknown,0,,1,0,1723554553,1735046401,0,False,True,False,0,member,
