group_id,group_name,group_memo,group_create_time,member_count,max_member_count,remark_name,group_id,user_id,nickname,card,sex,age,area,level,qq_level,join_time,last_sent_time,title_expire_time,unfriendly,card_changeable,is_robot,shut_up_timestamp,role,title
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2959128720,橘子,橘子,unknown,0,,1,0,1729771729,1729772368,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,703433512,LiKE2,LiKE2,unknown,0,,1,0,1728551036,1728551036,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3572473846,四季没有夏目,四季没有夏目,unknown,0,,1,0,1735443711,1735462435,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2841242218,卡曦莫多,卡曦莫多,unknown,0,,1,0,1721662794,1728057736,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1454157427,薛定谔の鼠,薛定谔の鼠,unknown,0,,1,0,1720432703,1720432703,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2782854105,小小方淮,小小方淮,unknown,0,,1,0,1732085208,1732085581,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1662719903,xhhABC,xhhABC,unknown,0,,1,0,1724232381,1724232381,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1048064671,Kasa,Kasa,unknown,0,,1,0,1718514321,1723523907,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1605068055,?,?,unknown,0,,1,0,1731676615,1731676615,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,513607691,江.,江.,unknown,0,,1,0,1719630320,1736488614,0,False,True,False,0,admin,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2692626603,水鋆,水鋆,unknown,0,,1,0,1728442272,1728442272,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3413754433,Holly,Holly,unknown,0,,1,0,1729425274,1729425275,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,986371441,雨萱,雨萱,unknown,0,,1,0,1713656629,1736346192,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2062524550,King,King,unknown,0,,1,0,1722473415,1736083095,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1971715574,玫歌,玫歌,unknown,0,,1,0,1721720004,1729163256,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3265895066,宏熙,宏熙┃整合包定制/代购正版/疑难解答,unknown,0,,1,0,1712906119,1735910197,0,False,True,False,0,admin,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2662308929,100,100 问问提前请提供日志+远程控制的方式,unknown,0,,1,0,1720011536,1736390399,0,False,True,False,0,admin,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,188573190,Rodamn,Rodamn,unknown,0,,1,0,1733916644,1733918285,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3644651934,不知名西瓜,不知名西瓜（i5 12600kf+A380）,unknown,0,,1,0,1730550463,1733624742,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2670146238,陆小果,陆小果,unknown,0,,1,0,1727233476,1733805185,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2132777317,软萌兔兔酱,软萌兔兔酱,unknown,0,,1,0,1728647008,1728647008,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2158595962,赛文,赛文,unknown,0,,1,0,1719273424,1719273424,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3826601171,A Person,A Person,unknown,0,,1,0,1726888491,1728191844,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,26460096,砖石,砖石,unknown,0,,1,0,1728020302,1728021256,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2234601568,　小猪佩奇，我配你,　小猪佩奇，我配你,unknown,0,,1,0,1727106020,1727106020,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3072608922,cccccc,cccccc,unknown,0,,1,0,1726728756,1726728756,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2924303104,AAA@WWWYYYYY,AAA@WWWYYYYY,unknown,0,,1,0,1722786742,1722786742,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1151116882,阿臻,阿臻,unknown,0,,1,0,1720873556,1720873556,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2280042522,严阵以待,君の雷批,unknown,0,,1,0,1720535442,1723732724,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,369010266,毕竟，我内向,毕竟，我内向,unknown,0,,1,0,1723445736,1723446540,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2316801922,A，不是本人,A，不是本人,unknown,0,,1,0,1730109627,1731401908,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3154768124,希腊奶,希腊奶,unknown,0,,1,0,1716562531,1735745047,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1930612145,MIKEY,MIKEY,unknown,0,,1,0,1713054884,1722506515,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2891985614,福子,福子,unknown,0,,1,0,1713223347,1736311072,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2776078590,o”,o”,unknown,0,,1,0,1720232285,1720232285,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,758908629,阿枫,阿枫,unknown,0,,1,0,1715583495,1736036327,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2819208089,AAA蟹黄堡总经理蟹阿金?,AAA蟹黄堡总经理蟹阿金?,unknown,0,,1,0,1724296508,1724296508,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3150213982,人活着哪有不喜欢虹夏,人活着哪有不喜欢虹夏,unknown,0,,1,0,1727440360,1727440360,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,903360946,TON-618,TON-618,unknown,0,,1,0,1724118509,1731385502,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1469500757,冬,冬,unknown,0,,1,0,1731501160,1731501160,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3463795671,CAI,CAI,unknown,0,,1,0,1728105745,1728105745,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2353953718,dvvre,dvvre,unknown,0,,1,0,1726908043,1726908043,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2809747363,荒野活阎王,广岛邀请“小男孩”加入了本群，点击欢迎,unknown,0,,1,0,1720835008,1736571963,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3364562704,寓意,寓意,unknown,0,,1,0,1733233516,1733233516,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1379636124,重伤到底激发队友潜能,重伤到底激发队友潜能,unknown,0,,1,0,1721960613,1721960613,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2395899626,要不要买菜,要不要买菜,unknown,0,,1,0,1729782411,1729782652,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1302430452,?,?,unknown,0,,1,0,1723868442,1723868442,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,564092515,,,unknown,0,,1,0,1726441374,1726757688,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,732302289,?,?,unknown,0,,1,0,1729953383,1729953383,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1127165401,重着陆专家,重着陆专家,unknown,0,,1,0,1736004687,1736353023,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3362151892,Penseurs,Penseurs,unknown,0,,1,0,1718542407,1721581430,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2639229083,没睡醒的路人A,没睡醒的路人A,unknown,0,,1,0,1727347640,1727351052,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2504910450,.,.,unknown,0,,1,0,1721187089,1722339595,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3511192161,Blue Cat,Blue Cat,unknown,0,,1,0,1717932656,1728037442,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2149148795,Dnoby,Dnoby,unknown,0,,1,0,1722516032,1722516144,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1120734460,aaa5555,aaa5555,unknown,0,,1,0,1717826766,1730382389,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,563844230,donk,donk,unknown,0,,1,0,1726558863,1726558863,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2405056054,Duck不必,Duck不必,unknown,0,,1,0,1712909138,1734528931,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2385092410,Gracello,Gracello,unknown,0,,1,0,1716897451,1722339304,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,798701656,Windsky,Windsky,unknown,0,,1,0,1721695541,1721695541,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2258602713,?,?,unknown,0,,1,0,1722504087,1731426825,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2187664275,小趴菜,小趴菜,unknown,0,,1,0,1717061472,1727235335,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,910935295,cgy,cgy,unknown,0,,1,0,1721743079,1721743079,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2476185788,Cherish & Memory,Cherish & Memory,unknown,0,,1,0,1724075019,1730472037,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3189880792,嗒嗒嗒嗒嗒嗒嗒…,嗒嗒嗒嗒嗒嗒嗒…,unknown,0,,1,0,1713756233,1720634377,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1363308052,F焰、我的信仰,F焰、我的信仰,unknown,0,,1,0,1713838460,1722339487,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3185045238,beluga,beluga,unknown,0,,1,0,1728067589,1728067589,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2169178674,土逗,土逗,unknown,0,,1,0,1733850748,1733850748,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1548340863,diao diao,diao diao,unknown,0,,1,0,1728564910,1728960516,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1744663502,耳熟能详,耳熟能详,unknown,0,,1,0,1733475977,1735660543,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1229884314,。,。,unknown,0,,1,0,1735624086,1735624086,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,213350749,Cc,Cc,unknown,0,,1,0,1735293995,1735553477,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3365500383,柠檬味的茶,柠檬味的茶,unknown,0,,1,0,1714821214,1722528385,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3110835134,榆木,榆木,unknown,0,,1,0,1723531312,1723531312,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,2459991804,瀚宇星河,瀚宇星河,unknown,0,,1,0,1716103105,1722339531,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,3847099839,Nf,Nf,unknown,0,,1,0,1733127561,1733127561,0,False,True,False,0,member,
328817963,MCプレイヤー①群Treffpunkt/Ресурсы,,1712790649,1851,2000,,328817963,1902761791,叮～～～,叮～～～,unknown,0,,1,0,1715664348,1727071357,0,False,True,False,0,member,
