group_id,group_name,group_memo,group_create_time,member_count,max_member_count,remark_name,group_id,user_id,nickname,card,sex,age,area,level,qq_level,join_time,last_sent_time,title_expire_time,unfriendly,card_changeable,is_robot,shut_up_timestamp,role,title
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,408322065,粞粞蜾,11U-粞粞蜾,unknown,0,,1,0,1657633693,1657775100,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,303052052,劉小叔,11U-blank吉,unknown,0,,1,0,1657454100,1657788975,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1003924607,豆丁,小米11ultra–吃碗饭就精神啦丶,unknown,0,,1,0,1657631735,1658715553,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,3220565775,狄上千草.,SetoSkins,unknown,0,,1,0,1657360074,1674106462,0,False,True,False,0,owner,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,3312004717,AAA小雯西安鱼乐按排,k40  翊先生,unknown,0,,1,0,1657619643,1691408228,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1953015007,南了个楠,Xiaomi 11 Ultra  楠CY,unknown,0,,1,0,1657610728,1658766059,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,95710257,春夏秋冬,K30Pro变焦版 祝生,unknown,0,,1,0,1657426918,1658487670,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,335908093,mhtm,hamji,unknown,0,,1,0,1657726741,1665235589,0,False,True,False,0,admin,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1506601858,Aurora,小米10s 酷安昵称酷友18906155,unknown,0,,1,0,1657457015,1663120557,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2829757675,o承鍩ジ_ヅ,11ultra-这里有个言某人,unknown,0,,1,0,1657438300,1657623084,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1655326331,南风/,酷安：再见只是陌生R 机型：11U,unknown,0,,1,0,1657366494,1657453126,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1218360733,MT,小米11U ,unknown,0,,1,0,1657699779,1657699779,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2986479383,雅静,雅静,unknown,0,,1,0,1658758998,1658890973,0,False,True,False,0,admin,内测福利私信
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2319867830,师者,n9p+note9pro110,unknown,0,,1,0,1657552541,1657828131,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,941233133,黑马,note9pro_gauguin_zhou19900118,unknown,0,,1,0,1657455927,1668935977,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1935220968,????.,星苒鸭-K40G,unknown,0,,1,0,1657633694,1674117154,0,False,True,False,0,admin,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2742405085,?范有才????????,小米11utra,unknown,0,,1,0,1657728037,1659536097,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1737682796,宇北星南,K30U-爱尔兰银狐,unknown,0,,1,0,1657631320,1658229865,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,794405008,、繁华落幕。,K30繁华落幕321,unknown,0,,1,0,1657673317,1658391330,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,109576321,1Q84,11U酷安cloudrick,unknown,0,,1,0,1657453407,1657685510,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2644370040,Violet丶Roselia,10Ultra  洛天依Chtholly,unknown,0,,1,0,1657528008,1665894786,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1517384189,绀漓丨Sevtinge,-.../.-/..././-..../....-/,unknown,0,,1,0,1657468699,1666409733,0,False,True,False,0,admin,bug修复员
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,514474934,講.侽.講.籹,小米11ultra 斌斌125,unknown,0,,1,0,1657463876,1685774992,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1441995799,我吃柠檬,红米k50至尊版伊特同学,unknown,0,,1,0,1657640983,1658366019,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,940487965,[2]黄传莞今天吃什么,[2]黄传莞今天吃什么,unknown,0,,1,0,1658041572,1658482052,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,41932174,孙坤,11U-12P-10U+sk1982111,unknown,0,,1,0,1657584198,1671103051,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,541989551,大吉,大吉,unknown,0,,1,0,1657701393,1658842928,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2530237411,猪猪装B侠,小三送的米10u,unknown,0,,1,0,1657635814,1662811417,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2794234515,　Nǎ雫,K50-冥王星Pluto,unknown,0,,1,0,1657584859,1662128934,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,3036565039,糊涂,飞翔的企鹅AA 小米11u,unknown,0,,1,0,1657453398,1674109946,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,962023713,Yaourt?~喵????,12p-大笑生活,unknown,0,,1,0,1657726559,1727230608,0,False,True,False,0,admin,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1969008859,Jasper Deng,bug-chair,unknown,0,,1,0,1657365613,1660790599,0,False,True,False,0,admin,摆烂管理员
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2795231946, 賣囡孩旳小火柴╯ ,K30U/10Lite-Pacifier,unknown,0,,1,0,1657631428,1660803805,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1932201375,SkyGao,11ultra-Sky_Gao,unknown,0,,1,0,1657631241,1657631241,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,248982035,风雨同路,风雨同路,unknown,0,,1,0,1657766400,1658971766,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1549394134,?,哈哈哈哈1004,unknown,0,,1,0,1657600580,1658573855,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,738767136,NeWive,米12 NeWive,unknown,0,,1,0,1657610855,1657782100,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1229603789,我不是二狗,MIX4,unknown,0,,1,0,1657632580,1683273087,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,89703009,樹,Itachi 11ultra,unknown,0,,1,0,1657723481,1659935006,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,768862325,多余i,Mi 11Ultra 嘚、泼猴,unknown,0,,1,0,1657539270,1659351175,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2312547010,躺平的小鞠,k30pro_云鹤霄,unknown,0,,1,0,1657389042,1659178387,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2949374336,芝士雪豹,鲸鱼（米10u） 酷安：鲸鱼J,unknown,0,,1,0,1657362243,1683044441,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2071486734,Voyager,K40 Voyager,unknown,0,,1,0,1657631902,1660491575,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1002574064,Fiora,11Ultra-酷安：股东太累黄秀章,unknown,0,,1,0,1657368620,1658067550,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,3094274628,姐布林,丛雨绫,unknown,0,,1,0,1657634947,1678018504,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2854196310,Q群管家,Q群管家,unknown,0,,1,0,1670144108,1670144111,0,False,True,True,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2906564195,土豆,土豆,unknown,0,,1,0,1657701391,1658055933,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1416565879,LINP,小米11Ultra-陈老板家的长工丶,unknown,0,,1,0,1657588841,1666255991,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2144287175,?????,小米10u  摄影路上的北川,unknown,0,,1,0,1657361167,1658932538,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1563157932,Le Petit Prince,K40S  酷安 奇异果,unknown,0,,1,0,1657626771,1685436902,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2524130070,Joker,11ultra—Joker,unknown,0,,1,0,1657449734,1657449735,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1053310418,你丫找抽那！,K40-你真有意思,unknown,0,,1,0,1657611262,1676564498,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,502084152,陌离,米12p-轩云,unknown,0,,1,0,1657642532,1658645604,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1345715846,ゞ 正在缓冲99%,小米11u 南城旧梦呀,unknown,0,,1,0,1657439781,1660790629,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,56905135,為愛執著,K50—為愛執著,unknown,0,,1,0,1657715392,1685735337,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,47873151,梦醒了 ?,小米11uMIUI小晨123,unknown,0,,1,0,1657413704,1718025514,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1473430952,Steve,k50+qwerty1234_,unknown,0,,1,0,1657373138,1724329536,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2380661740,知らない,K40 开摆就完了,unknown,0,,1,0,1657631220,1678018490,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2297861852,空投洗衣机,k50p-你的星星,unknown,0,,1,0,1657637739,1657637740,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1085955903,来日没有方长,K50G-来日没有方长,unknown,0,,1,0,1657556019,1660804347,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1402021984,峰回路转,k50pro～酷安:峰回路转不见军,unknown,0,,1,0,1657701395,1671794277,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2043822807,koi,小米10至尊   朝葵,unknown,0,,1,0,1657599325,1662371915,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,206690788,军刀,小米11Ultra-军颜1212,unknown,0,,1,0,1657591364,1658405687,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1515244281,Anticipation°,k20pro lazure,unknown,0,,1,0,1657419930,1657443094,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,673122725,_,米10u 真懒得想名,unknown,0,,1,0,1657631378,1658845536,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1822979713,水树枫斗,10Pro 水树砜斗,unknown,0,,1,0,1657538428,1658815345,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1334892063,a08eea26,酷安@是山上耕田呀,unknown,0,,1,0,1657367988,1663421607,0,False,True,False,0,admin,机型水印找他
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,2044814174,小夏,11ultra&10pro 阿卡林233,unknown,0,,1,0,1657440379,1658073006,0,False,True,False,0,member,
387071275,菜卡内测 | Vegeca Beta,,1657360074,177,500,,387071275,1729834783,屿雾,小米12x 血狼,unknown,0,,1,0,1657525056,1657525056,0,False,True,False,0,member,
